"","Event","SampleDate","Type","Treatment","Rep","ZP_Dens_num_L","Phyto_grp","Final_chl_ugL","Initial_chl_ugL"
"1191","Late September 2021",2021-10-04,"MICRO",0.75,"3",NA,"Bluegreen",7.62,6.36
"1192","Late September 2021",2021-10-04,"MICRO",0.75,"3",NA,"Cryptophyta",1.34,1.64
"1193","Late September 2021",2021-10-04,"MICRO",0.75,"3",NA,"Diatoms",4.36,2.34
"1194","Late September 2021",2021-10-04,"MICRO",0.75,"3",NA,"Green Algae",4.66,2.04
"1195","Late September 2021",2021-10-04,"MICRO",0.75,"3",NA,"Yellow Subst.",1.06,1.13
"1196","Late September 2021",2021-10-04,"MICRO",0.75,"4",NA,"Bluegreen",8.46,6.74
"1197","Late September 2021",2021-10-04,"MICRO",0.75,"4",NA,"Cryptophyta",0.81,2.37
"1198","Late September 2021",2021-10-04,"MICRO",0.75,"4",NA,"Diatoms",5.62,2.01
"1199","Late September 2021",2021-10-04,"MICRO",0.75,"4",NA,"Green Algae",3.62,1.48
"1200","Late September 2021",2021-10-04,"MICRO",0.75,"4",NA,"Yellow Subst.",1.12,1.27
"1201","Late September 2021",2021-10-04,"MESO",1,"1",40,"Bluegreen",6.86,8.96
"1202","Late September 2021",2021-10-04,"MESO",1,"1",40,"Cryptophyta",0.69,5.18
"1203","Late September 2021",2021-10-04,"MESO",1,"1",40,"Diatoms",4.74,0.74
"1204","Late September 2021",2021-10-04,"MESO",1,"1",40,"Green Algae",2.54,1.42
"1205","Late September 2021",2021-10-04,"MESO",1,"1",40,"Yellow Subst.",1.31,1.68
"1206","Late September 2021",2021-10-04,"MICRO",1,"1",40,"Bluegreen",9.48,9.04
"1207","Late September 2021",2021-10-04,"MICRO",1,"1",40,"Cryptophyta",0.81,4.58
"1208","Late September 2021",2021-10-04,"MICRO",1,"1",40,"Diatoms",7.36,1.57
"1209","Late September 2021",2021-10-04,"MICRO",1,"1",40,"Green Algae",5.33,2.42
"1210","Late September 2021",2021-10-04,"MICRO",1,"1",40,"Yellow Subst.",1.08,1.4
"1211","Late September 2021",2021-10-04,"MESO",1,"2",40,"Bluegreen",7.22,10.75
"1212","Late September 2021",2021-10-04,"MESO",1,"2",40,"Cryptophyta",0.98,1.5
"1213","Late September 2021",2021-10-04,"MESO",1,"2",40,"Diatoms",5.14,4.29
"1214","Late September 2021",2021-10-04,"MESO",1,"2",40,"Green Algae",2.66,2.09
"1215","Late September 2021",2021-10-04,"MESO",1,"2",40,"Yellow Subst.",1.38,1.44
"1216","Late September 2021",2021-10-04,"MICRO",1,"2",40,"Bluegreen",10.06,9.31
"1217","Late September 2021",2021-10-04,"MICRO",1,"2",40,"Cryptophyta",1.15,5.4
"1218","Late September 2021",2021-10-04,"MICRO",1,"2",40,"Diatoms",7.41,0.94
"1219","Late September 2021",2021-10-04,"MICRO",1,"2",40,"Green Algae",5.06,2.37
"1220","Late September 2021",2021-10-04,"MICRO",1,"2",40,"Yellow Subst.",1.15,1.5
"1221","Late September 2021",2021-10-04,"MESO",1,"3",40,"Bluegreen",7.02,9.06
"1222","Late September 2021",2021-10-04,"MESO",1,"3",40,"Cryptophyta",0.92,1.69
"1223","Late September 2021",2021-10-04,"MESO",1,"3",40,"Diatoms",4.97,3.59
"1224","Late September 2021",2021-10-04,"MESO",1,"3",40,"Green Algae",2.42,1.48
"1225","Late September 2021",2021-10-04,"MESO",1,"3",40,"Yellow Subst.",1.31,1.5
"1226","Late September 2021",2021-10-04,"MICRO",1,"3",40,"Bluegreen",9.84,9.15
"1227","Late September 2021",2021-10-04,"MICRO",1,"3",40,"Cryptophyta",1.14,1.67
"1228","Late September 2021",2021-10-04,"MICRO",1,"3",40,"Diatoms",7.34,4
"1229","Late September 2021",2021-10-04,"MICRO",1,"3",40,"Green Algae",5.22,3.09
"1230","Late September 2021",2021-10-04,"MICRO",1,"3",40,"Yellow Subst.",1.07,1.22
"1231","Late September 2021",2021-10-04,"MESO",1,"4",40,"Bluegreen",7.3,9.08
"1232","Late September 2021",2021-10-04,"MESO",1,"4",40,"Cryptophyta",0.5,2.46
"1233","Late September 2021",2021-10-04,"MESO",1,"4",40,"Diatoms",4.29,2.72
"1234","Late September 2021",2021-10-04,"MESO",1,"4",40,"Green Algae",2.3,1.77
"1235","Late September 2021",2021-10-04,"MESO",1,"4",40,"Yellow Subst.",1.33,1.55
"1236","Late September 2021",2021-10-04,"MICRO",1,"4",40,"Bluegreen",9.97,8.4
"1237","Late September 2021",2021-10-04,"MICRO",1,"4",40,"Cryptophyta",1.17,1.85
"1238","Late September 2021",2021-10-04,"MICRO",1,"4",40,"Diatoms",7.2,3.62
"1239","Late September 2021",2021-10-04,"MICRO",1,"4",40,"Green Algae",4.92,2.67
"1240","Late September 2021",2021-10-04,"MICRO",1,"4",40,"Yellow Subst.",1.16,1.25
"1241","Late September 2021",2021-10-04,"MESO",2,"1",80,"Bluegreen",7.44,9.94
"1242","Late September 2021",2021-10-04,"MESO",2,"1",80,"Cryptophyta",1.23,1.69
"1243","Late September 2021",2021-10-04,"MESO",2,"1",80,"Diatoms",4.13,3.54
"1244","Late September 2021",2021-10-04,"MESO",2,"1",80,"Green Algae",2.08,1.42
"1245","Late September 2021",2021-10-04,"MESO",2,"1",80,"Yellow Subst.",1.4,1.52
"1246","Late September 2021",2021-10-04,"MESO",2,"2",80,"Bluegreen",7.18,10.45
"1247","Late September 2021",2021-10-04,"MESO",2,"2",80,"Cryptophyta",1.35,3.43
"1248","Late September 2021",2021-10-04,"MESO",2,"2",80,"Diatoms",4.99,2.59
"1249","Late September 2021",2021-10-04,"MESO",2,"2",80,"Green Algae",2.3,1.48
"1250","Late September 2021",2021-10-04,"MESO",2,"2",80,"Yellow Subst.",1.36,1.6
"1251","Late September 2021",2021-10-04,"MESO",2,"3",80,"Bluegreen",5.84,10.09
"1252","Late September 2021",2021-10-04,"MESO",2,"3",80,"Cryptophyta",1.92,1.58
"1253","Late September 2021",2021-10-04,"MESO",2,"3",80,"Diatoms",3.51,4.6
"1254","Late September 2021",2021-10-04,"MESO",2,"3",80,"Green Algae",2.46,1.84
"1255","Late September 2021",2021-10-04,"MESO",2,"3",80,"Yellow Subst.",1.38,1.51
"1256","Late September 2021",2021-10-04,"MESO",2,"4",80,"Bluegreen",7.12,9.29
"1257","Late September 2021",2021-10-04,"MESO",2,"4",80,"Cryptophyta",0.38,3.96
"1258","Late September 2021",2021-10-04,"MESO",2,"4",80,"Diatoms",4.65,2.36
"1259","Late September 2021",2021-10-04,"MESO",2,"4",80,"Green Algae",2.28,1.65
"1260","Late September 2021",2021-10-04,"MESO",2,"4",80,"Yellow Subst.",1.46,1.7
"1261","Late September 2021",2021-10-04,"MESO",4,"1",160,"Bluegreen",9.83,9.12
"1262","Late September 2021",2021-10-04,"MESO",4,"1",160,"Cryptophyta",1.88,3
"1263","Late September 2021",2021-10-04,"MESO",4,"1",160,"Diatoms",7.4,3.28
"1264","Late September 2021",2021-10-04,"MESO",4,"1",160,"Green Algae",2.68,1.34
"1265","Late September 2021",2021-10-04,"MESO",4,"1",160,"Yellow Subst.",1.6,1.82
"1266","Late September 2021",2021-10-04,"MESO",4,"2",160,"Bluegreen",8.37,11.05
"1267","Late September 2021",2021-10-04,"MESO",4,"2",160,"Cryptophyta",1.86,4.66
"1268","Late September 2021",2021-10-04,"MESO",4,"2",160,"Diatoms",5.53,2.46
"1269","Late September 2021",2021-10-04,"MESO",4,"2",160,"Green Algae",2.37,1.34
"1270","Late September 2021",2021-10-04,"MESO",4,"2",160,"Yellow Subst.",1.64,1.92
"1271","Late September 2021",2021-10-04,"MESO",4,"3",160,"Bluegreen",9.16,11.93
"1272","Late September 2021",2021-10-04,"MESO",4,"3",160,"Cryptophyta",1.3,1.6
"1273","Late September 2021",2021-10-04,"MESO",4,"3",160,"Diatoms",5.25,5.08
"1274","Late September 2021",2021-10-04,"MESO",4,"3",160,"Green Algae",1.64,1.13
"1275","Late September 2021",2021-10-04,"MESO",4,"3",160,"Yellow Subst.",1.6,1.83
"1276","Late September 2021",2021-10-04,"MESO",4,"4",160,"Bluegreen",9.85,10.66
"1277","Late September 2021",2021-10-04,"MESO",4,"4",160,"Cryptophyta",1.46,4.61
"1278","Late September 2021",2021-10-04,"MESO",4,"4",160,"Diatoms",5.04,3
"1279","Late September 2021",2021-10-04,"MESO",4,"4",160,"Green Algae",1.88,1.54
"1280","Late September 2021",2021-10-04,"MESO",4,"4",160,"Yellow Subst.",1.52,2.02
"1281","Mid July 2021",2021-07-14,"MESO",0,"1",0,"Bluegreen",1.06,0.65
"1282","Mid July 2021",2021-07-14,"MESO",0,"1",0,"Cryptophyta",0.49,0.06
"1283","Mid July 2021",2021-07-14,"MESO",0,"1",0,"Diatoms",3.89,2.26
"1284","Mid July 2021",2021-07-14,"MESO",0,"1",0,"Green Algae",3.16,1.6
"1285","Mid July 2021",2021-07-14,"MESO",0,"1",0,"Yellow Subst.",0.7,0.76
"1286","Mid July 2021",2021-07-14,"MESO",0,"2",0,"Bluegreen",1.25,0.68
"1287","Mid July 2021",2021-07-14,"MESO",0,"2",0,"Cryptophyta",0.09,0.1
"1288","Mid July 2021",2021-07-14,"MESO",0,"2",0,"Diatoms",4.46,2.44
"1289","Mid July 2021",2021-07-14,"MESO",0,"2",0,"Green Algae",3.54,1.58
"1290","Mid July 2021",2021-07-14,"MESO",0,"2",0,"Yellow Subst.",0.65,0.78
"1291","Mid July 2021",2021-07-14,"MESO",0,"3",0,"Bluegreen",1.31,0.68
"1292","Mid July 2021",2021-07-14,"MESO",0,"3",0,"Cryptophyta",0.08,0.17
"1293","Mid July 2021",2021-07-14,"MESO",0,"3",0,"Diatoms",4.41,2.26
"1294","Mid July 2021",2021-07-14,"MESO",0,"3",0,"Green Algae",3.64,1.63
"1295","Mid July 2021",2021-07-14,"MESO",0,"3",0,"Yellow Subst.",0.6,0.78
"1296","Mid July 2021",2021-07-14,"MESO",0,"4",0,"Bluegreen",1.27,0.64
"1297","Mid July 2021",2021-07-14,"MESO",0,"4",0,"Cryptophyta",0.02,0.14
"1298","Mid July 2021",2021-07-14,"MESO",0,"4",0,"Diatoms",4,2.22
"1299","Mid July 2021",2021-07-14,"MESO",0,"4",0,"Green Algae",2.96,1.58
"1300","Mid July 2021",2021-07-14,"MESO",0,"4",0,"Yellow Subst.",0.61,0.76
"1301","Mid July 2021",2021-07-14,"MICRO",0.25,"1",NA,"Bluegreen",0.1,0.12
"1302","Mid July 2021",2021-07-14,"MICRO",0.25,"1",NA,"Cryptophyta",0.06,0.09
"1303","Mid July 2021",2021-07-14,"MICRO",0.25,"1",NA,"Diatoms",1.24,0.77
"1304","Mid July 2021",2021-07-14,"MICRO",0.25,"1",NA,"Green Algae",0.61,0.04
"1305","Mid July 2021",2021-07-14,"MICRO",0.25,"1",NA,"Yellow Subst.",0.52,0.66
"1306","Mid July 2021",2021-07-14,"MICRO",0.25,"2",NA,"Bluegreen",0.14,0.08
"1307","Mid July 2021",2021-07-14,"MICRO",0.25,"2",NA,"Cryptophyta",0.11,0.19
"1308","Mid July 2021",2021-07-14,"MICRO",0.25,"2",NA,"Diatoms",1.04,0.71
"1309","Mid July 2021",2021-07-14,"MICRO",0.25,"2",NA,"Green Algae",0.53,0.07
"1310","Mid July 2021",2021-07-14,"MICRO",0.25,"2",NA,"Yellow Subst.",0.56,0.69
"1311","Mid July 2021",2021-07-14,"MICRO",0.25,"3",NA,"Bluegreen",0.15,0.12
"1312","Mid July 2021",2021-07-14,"MICRO",0.25,"3",NA,"Cryptophyta",0.08,0.03
"1313","Mid July 2021",2021-07-14,"MICRO",0.25,"3",NA,"Diatoms",1.08,0.89
"1314","Mid July 2021",2021-07-14,"MICRO",0.25,"3",NA,"Green Algae",0.6,0.08
"1315","Mid July 2021",2021-07-14,"MICRO",0.25,"3",NA,"Yellow Subst.",0.52,0.64
"1316","Mid July 2021",2021-07-14,"MICRO",0.25,"4",NA,"Bluegreen",0.11,0.12
"1317","Mid July 2021",2021-07-14,"MICRO",0.25,"4",NA,"Cryptophyta",0.16,0.03
"1318","Mid July 2021",2021-07-14,"MICRO",0.25,"4",NA,"Diatoms",1.08,0.82
"1319","Mid July 2021",2021-07-14,"MICRO",0.25,"4",NA,"Green Algae",0.51,0.08
"1320","Mid July 2021",2021-07-14,"MICRO",0.25,"4",NA,"Yellow Subst.",0.56,0.6
"1321","Mid July 2021",2021-07-14,"MICRO",0.5,"1",NA,"Bluegreen",0.34,0.33
"1322","Mid July 2021",2021-07-14,"MICRO",0.5,"1",NA,"Cryptophyta",0.25,0.07
"1323","Mid July 2021",2021-07-14,"MICRO",0.5,"1",NA,"Diatoms",1.86,1.44
"1324","Mid July 2021",2021-07-14,"MICRO",0.5,"1",NA,"Green Algae",1.46,0.45
"1325","Mid July 2021",2021-07-14,"MICRO",0.5,"1",NA,"Yellow Subst.",0.57,0.71
"1326","Mid July 2021",2021-07-14,"MICRO",0.5,"2",NA,"Bluegreen",0.32,0.5
"1327","Mid July 2021",2021-07-14,"MICRO",0.5,"2",NA,"Cryptophyta",0.15,0.01
"1328","Mid July 2021",2021-07-14,"MICRO",0.5,"2",NA,"Diatoms",1.9,1.44
"1329","Mid July 2021",2021-07-14,"MICRO",0.5,"2",NA,"Green Algae",1.59,0.45
"1330","Mid July 2021",2021-07-14,"MICRO",0.5,"2",NA,"Yellow Subst.",0.52,0.68
"1331","Mid July 2021",2021-07-14,"MICRO",0.5,"3",NA,"Bluegreen",0.5,0.66
"1332","Mid July 2021",2021-07-14,"MICRO",0.5,"3",NA,"Cryptophyta",0.3,0.3
"1333","Mid July 2021",2021-07-14,"MICRO",0.5,"3",NA,"Diatoms",2.07,1.29
"1334","Mid July 2021",2021-07-14,"MICRO",0.5,"3",NA,"Green Algae",1.44,0.61
"1335","Mid July 2021",2021-07-14,"MICRO",0.5,"3",NA,"Yellow Subst.",0.6,0.71
"1336","Mid July 2021",2021-07-14,"MICRO",0.5,"4",NA,"Bluegreen",0.44,0.32
"1337","Mid July 2021",2021-07-14,"MICRO",0.5,"4",NA,"Cryptophyta",0.12,0.01
"1338","Mid July 2021",2021-07-14,"MICRO",0.5,"4",NA,"Diatoms",2,1.46
"1339","Mid July 2021",2021-07-14,"MICRO",0.5,"4",NA,"Green Algae",1.33,0.58
"1340","Mid July 2021",2021-07-14,"MICRO",0.5,"4",NA,"Yellow Subst.",0.53,0.65
"1341","Mid July 2021",2021-07-14,"MICRO",0.75,"1",NA,"Bluegreen",0.61,0.43
"1342","Mid July 2021",2021-07-14,"MICRO",0.75,"1",NA,"Cryptophyta",0.38,0.06
"1343","Mid July 2021",2021-07-14,"MICRO",0.75,"1",NA,"Diatoms",2.83,2.02
"1344","Mid July 2021",2021-07-14,"MICRO",0.75,"1",NA,"Green Algae",2.36,0.99
"1345","Mid July 2021",2021-07-14,"MICRO",0.75,"1",NA,"Yellow Subst.",0.62,0.66
"1346","Mid July 2021",2021-07-14,"MICRO",0.75,"2",NA,"Bluegreen",0.65,0.47
"1347","Mid July 2021",2021-07-14,"MICRO",0.75,"2",NA,"Cryptophyta",0.12,0.11
"1348","Mid July 2021",2021-07-14,"MICRO",0.75,"2",NA,"Diatoms",3.17,1.96
"1349","Mid July 2021",2021-07-14,"MICRO",0.75,"2",NA,"Green Algae",2.34,0.88
"1350","Mid July 2021",2021-07-14,"MICRO",0.75,"2",NA,"Yellow Subst.",0.53,0.71
"1351","Mid July 2021",2021-07-14,"MICRO",0.75,"3",NA,"Bluegreen",0.58,0.46
"1352","Mid July 2021",2021-07-14,"MICRO",0.75,"3",NA,"Cryptophyta",0.1,0.06
"1353","Mid July 2021",2021-07-14,"MICRO",0.75,"3",NA,"Diatoms",2.98,2.03
"1354","Mid July 2021",2021-07-14,"MICRO",0.75,"3",NA,"Green Algae",2.56,0.96
"1355","Mid July 2021",2021-07-14,"MICRO",0.75,"3",NA,"Yellow Subst.",0.51,0.67
"1356","Mid July 2021",2021-07-14,"MICRO",0.75,"4",NA,"Bluegreen",0.72,0.42
"1357","Mid July 2021",2021-07-14,"MICRO",0.75,"4",NA,"Cryptophyta",0.22,0.32
"1358","Mid July 2021",2021-07-14,"MICRO",0.75,"4",NA,"Diatoms",3.19,1.65
"1359","Mid July 2021",2021-07-14,"MICRO",0.75,"4",NA,"Green Algae",2.5,1.02
"1360","Mid July 2021",2021-07-14,"MICRO",0.75,"4",NA,"Yellow Subst.",0.56,0.68
"1361","Mid July 2021",2021-07-14,"MESO",1,"1",10,"Bluegreen",1.34,0.89
"1362","Mid July 2021",2021-07-14,"MESO",1,"1",10,"Cryptophyta",0.06,0.29
"1363","Mid July 2021",2021-07-14,"MESO",1,"1",10,"Diatoms",4.82,2.38
"1364","Mid July 2021",2021-07-14,"MESO",1,"1",10,"Green Algae",3.93,1.57
"1365","Mid July 2021",2021-07-14,"MESO",1,"1",10,"Yellow Subst.",0.6,0.79
"1366","Mid July 2021",2021-07-14,"MICRO",1,"1",10,"Bluegreen",0.88,0.58
"1367","Mid July 2021",2021-07-14,"MICRO",1,"1",10,"Cryptophyta",0.23,0.3
"1368","Mid July 2021",2021-07-14,"MICRO",1,"1",10,"Diatoms",3.78,2.33
"1369","Mid July 2021",2021-07-14,"MICRO",1,"1",10,"Green Algae",3.18,1.35
"1370","Mid July 2021",2021-07-14,"MICRO",1,"1",10,"Yellow Subst.",0.56,0.74
"1371","Mid July 2021",2021-07-14,"MESO",1,"2",10,"Bluegreen",1.27,0.79
"1372","Mid July 2021",2021-07-14,"MESO",1,"2",10,"Cryptophyta",0.24,0.19
"1373","Mid July 2021",2021-07-14,"MESO",1,"2",10,"Diatoms",4.66,2.6
"1374","Mid July 2021",2021-07-14,"MESO",1,"2",10,"Green Algae",3.59,1.46
"1375","Mid July 2021",2021-07-14,"MESO",1,"2",10,"Yellow Subst.",0.69,0.8
"1376","Mid July 2021",2021-07-14,"MICRO",1,"2",10,"Bluegreen",0.88,0.64
"1377","Mid July 2021",2021-07-14,"MICRO",1,"2",10,"Cryptophyta",0.16,0.16
"1378","Mid July 2021",2021-07-14,"MICRO",1,"2",10,"Diatoms",4.03,2.58
"1379","Mid July 2021",2021-07-14,"MICRO",1,"2",10,"Green Algae",3.26,1.52
"1380","Mid July 2021",2021-07-14,"MICRO",1,"2",10,"Yellow Subst.",0.52,0.72
"1381","Mid July 2021",2021-07-14,"MESO",1,"3",10,"Bluegreen",1.05,0.79
"1382","Mid July 2021",2021-07-14,"MESO",1,"3",10,"Cryptophyta",0.07,0.62
"1383","Mid July 2021",2021-07-14,"MESO",1,"3",10,"Diatoms",4.56,2.46
"1384","Mid July 2021",2021-07-14,"MESO",1,"3",10,"Green Algae",3.25,1.71
"1385","Mid July 2021",2021-07-14,"MESO",1,"3",10,"Yellow Subst.",0.6,0.88
"1386","Mid July 2021",2021-07-14,"MICRO",1,"3",10,"Bluegreen",0.94,0.75
"1387","Mid July 2021",2021-07-14,"MICRO",1,"3",10,"Cryptophyta",0.16,0.17
"1388","Mid July 2021",2021-07-14,"MICRO",1,"3",10,"Diatoms",3.75,2.6
"1389","Mid July 2021",2021-07-14,"MICRO",1,"3",10,"Green Algae",3.24,1.5
"1390","Mid July 2021",2021-07-14,"MICRO",1,"3",10,"Yellow Subst.",0.53,0.73
"1391","Mid July 2021",2021-07-14,"MESO",1,"4",10,"Bluegreen",1.02,0.86
"1392","Mid July 2021",2021-07-14,"MESO",1,"4",10,"Cryptophyta",0.06,0.33
"1393","Mid July 2021",2021-07-14,"MESO",1,"4",10,"Diatoms",4.44,2.57
"1394","Mid July 2021",2021-07-14,"MESO",1,"4",10,"Green Algae",3.6,1.57
"1395","Mid July 2021",2021-07-14,"MESO",1,"4",10,"Yellow Subst.",0.64,0.81
"1396","Mid July 2021",2021-07-14,"MICRO",1,"4",10,"Bluegreen",0.88,0.62
"1397","Mid July 2021",2021-07-14,"MICRO",1,"4",10,"Cryptophyta",0.24,0.04
"1398","Mid July 2021",2021-07-14,"MICRO",1,"4",10,"Diatoms",3.65,2.63
"1399","Mid July 2021",2021-07-14,"MICRO",1,"4",10,"Green Algae",3.13,1.52
"1400","Mid July 2021",2021-07-14,"MICRO",1,"4",10,"Yellow Subst.",0.54,0.69
"1401","Mid July 2021",2021-07-14,"MESO",2,"1",20,"Bluegreen",1.04,0.67
"1402","Mid July 2021",2021-07-14,"MESO",2,"1",20,"Cryptophyta",0.1,0.45
"1403","Mid July 2021",2021-07-14,"MESO",2,"1",20,"Diatoms",4.97,2.7
"1404","Mid July 2021",2021-07-14,"MESO",2,"1",20,"Green Algae",3.9,1.63
"1405","Mid July 2021",2021-07-14,"MESO",2,"1",20,"Yellow Subst.",0.58,0.82
"1406","Mid July 2021",2021-07-14,"MESO",2,"2",20,"Bluegreen",1.19,0.77
"1407","Mid July 2021",2021-07-14,"MESO",2,"2",20,"Cryptophyta",0.32,0.13
"1408","Mid July 2021",2021-07-14,"MESO",2,"2",20,"Diatoms",4.57,3.04
"1409","Mid July 2021",2021-07-14,"MESO",2,"2",20,"Green Algae",3.18,1.67
"1410","Mid July 2021",2021-07-14,"MESO",2,"2",20,"Yellow Subst.",0.63,0.76
"1411","Mid July 2021",2021-07-14,"MESO",2,"3",20,"Bluegreen",1.15,0.74
"1412","Mid July 2021",2021-07-14,"MESO",2,"3",20,"Cryptophyta",0.22,1.14
"1413","Mid July 2021",2021-07-14,"MESO",2,"3",20,"Diatoms",4.77,1.96
"1414","Mid July 2021",2021-07-14,"MESO",2,"3",20,"Green Algae",3.88,1.61
"1415","Mid July 2021",2021-07-14,"MESO",2,"3",20,"Yellow Subst.",0.59,0.92
"1416","Mid July 2021",2021-07-14,"MESO",2,"4",20,"Bluegreen",1.06,0.79
"1417","Mid July 2021",2021-07-14,"MESO",2,"4",20,"Cryptophyta",0.09,1.12
"1418","Mid July 2021",2021-07-14,"MESO",2,"4",20,"Diatoms",4.82,1.82
"1419","Mid July 2021",2021-07-14,"MESO",2,"4",20,"Green Algae",3.31,1.63
"1420","Mid July 2021",2021-07-14,"MESO",2,"4",20,"Yellow Subst.",0.57,0.98
"1421","Mid July 2021",2021-07-14,"MESO",4,"1",40,"Bluegreen",1.09,1.15
"1422","Mid July 2021",2021-07-14,"MESO",4,"1",40,"Cryptophyta",0.26,0.22
"1423","Mid July 2021",2021-07-14,"MESO",4,"1",40,"Diatoms",4.12,3.35
"1424","Mid July 2021",2021-07-14,"MESO",4,"1",40,"Green Algae",2.56,1.04
"1425","Mid July 2021",2021-07-14,"MESO",4,"1",40,"Yellow Subst.",0.69,0.91
"1426","Mid July 2021",2021-07-14,"MESO",4,"2",40,"Bluegreen",1.29,1.24
"1427","Mid July 2021",2021-07-14,"MESO",4,"2",40,"Cryptophyta",0.32,0.3
"1428","Mid July 2021",2021-07-14,"MESO",4,"2",40,"Diatoms",4.04,3.55
"1429","Mid July 2021",2021-07-14,"MESO",4,"2",40,"Green Algae",2.77,1.14
"1430","Mid July 2021",2021-07-14,"MESO",4,"2",40,"Yellow Subst.",0.7,0.94
"1431","Mid July 2021",2021-07-14,"MESO",4,"3",40,"Bluegreen",0.63,1.24
"1432","Mid July 2021",2021-07-14,"MESO",4,"3",40,"Cryptophyta",0.32,0.47
"1433","Mid July 2021",2021-07-14,"MESO",4,"3",40,"Diatoms",2.79,2.73
"1434","Mid July 2021",2021-07-14,"MESO",4,"3",40,"Green Algae",1.63,1.09
"1435","Mid July 2021",2021-07-14,"MESO",4,"3",40,"Yellow Subst.",0.45,0.94
"1436","Mid July 2021",2021-07-14,"MESO",4,"4",40,"Bluegreen",0.95,1.31
"1437","Mid July 2021",2021-07-14,"MESO",4,"4",40,"Cryptophyta",0.07,0.09
"1438","Mid July 2021",2021-07-14,"MESO",4,"4",40,"Diatoms",4.03,3.56
"1439","Mid July 2021",2021-07-14,"MESO",4,"4",40,"Green Algae",2.2,1.01
"1440","Mid July 2021",2021-07-14,"MESO",4,"4",40,"Yellow Subst.",0.76,0.96
