,Sample_ID,SampleDate,Genus_type,Measured_number,Length_um,Width1_um,Width2_um,Diameter_col_um,Diameter_cell_um,Size_cat
310,20210809-36-873,8/9/2021,Schroederia,N10,NA,NA,NA,NA,NA,
311,20210809-36-873,8/9/2021,Schroederia,N11,NA,NA,NA,NA,NA,
312,20210809-36-873,8/9/2021,Schroederia,N12,NA,NA,NA,NA,NA,
313,20210809-36-873,8/9/2021,Schroederia,N13,NA,NA,NA,NA,NA,
314,20210809-36-873,8/9/2021,Schroederia,N14,NA,NA,NA,NA,NA,
315,20210809-36-873,8/9/2021,Schroederia,N15,NA,NA,NA,NA,NA,
316,20210809-36-873,8/9/2021,Schroederia,N16,NA,NA,NA,NA,NA,
317,20210809-36-873,8/9/2021,Schroederia,N17,NA,NA,NA,NA,NA,
318,20210809-36-873,8/9/2021,Schroederia,N18,NA,NA,NA,NA,NA,
319,20210809-36-873,8/9/2021,Schroederia,N19,NA,NA,NA,NA,NA,
320,20210809-36-873,8/9/2021,Schroederia,N20,NA,NA,NA,NA,NA,
321,20210809-36-873,8/9/2021,Solitary_Green,N1,NA,NA,NA,NA,5,
322,20210809-36-873,8/9/2021,Solitary_Green,N2,NA,NA,NA,NA,7.5,
323,20210809-36-873,8/9/2021,Solitary_Green,N3,NA,NA,NA,NA,5,
324,20210809-36-873,8/9/2021,Solitary_Green,N4,NA,NA,NA,NA,5,
325,20210809-36-873,8/9/2021,Solitary_Green,N5,NA,NA,NA,NA,5,
326,20210809-36-873,8/9/2021,Solitary_Green,N6,NA,NA,NA,NA,7.5,
327,20210809-36-873,8/9/2021,Solitary_Green,N7,NA,NA,NA,NA,5,
328,20210809-36-873,8/9/2021,Solitary_Green,N8,NA,NA,NA,NA,5,
329,20210809-36-873,8/9/2021,Solitary_Green,N9,NA,NA,NA,NA,7.5,
330,20210809-36-873,8/9/2021,Solitary_Green,N10,NA,NA,NA,NA,5,
331,20210809-36-873,8/9/2021,Solitary_Green,N11,NA,NA,NA,NA,5,
332,20210809-36-873,8/9/2021,Solitary_Green,N12,NA,NA,NA,NA,10,
333,20210809-36-873,8/9/2021,Solitary_Green,N13,NA,NA,NA,NA,5,
334,20210809-36-873,8/9/2021,Solitary_Green,N14,NA,NA,NA,NA,5,
335,20210809-36-873,8/9/2021,Solitary_Green,N15,NA,NA,NA,NA,5,
336,20210809-36-873,8/9/2021,Solitary_Green,N16,NA,NA,NA,NA,7.5,
337,20210809-36-873,8/9/2021,Solitary_Green,N17,NA,NA,NA,NA,5,
338,20210809-36-873,8/9/2021,Solitary_Green,N18,NA,NA,NA,NA,5,
339,20210809-36-873,8/9/2021,Solitary_Green,N19,NA,NA,NA,NA,5,
340,20210809-36-873,8/9/2021,Solitary_Green,N20,NA,NA,NA,NA,7.5,
341,20210809-36-873,8/9/2021,Spiny_Green,N1,NA,NA,NA,NA,25,
342,20210809-36-873,8/9/2021,Spiny_Green,N2,NA,NA,NA,NA,NA,
343,20210809-36-873,8/9/2021,Spiny_Green,N3,NA,NA,NA,NA,NA,
344,20210809-36-873,8/9/2021,Spiny_Green,N4,NA,NA,NA,NA,NA,
345,20210809-36-873,8/9/2021,Spiny_Green,N5,NA,NA,NA,NA,NA,
346,20210809-36-873,8/9/2021,Spiny_Green,N6,NA,NA,NA,NA,NA,
347,20210809-36-873,8/9/2021,Spiny_Green,N7,NA,NA,NA,NA,NA,
348,20210809-36-873,8/9/2021,Spiny_Green,N8,NA,NA,NA,NA,NA,
349,20210809-36-873,8/9/2021,Spiny_Green,N9,NA,NA,NA,NA,NA,
350,20210809-36-873,8/9/2021,Spiny_Green,N10,NA,NA,NA,NA,NA,
351,20210809-36-873,8/9/2021,Spiny_Green,N11,NA,NA,NA,NA,NA,
352,20210809-36-873,8/9/2021,Spiny_Green,N12,NA,NA,NA,NA,NA,
353,20210809-36-873,8/9/2021,Spiny_Green,N13,NA,NA,NA,NA,NA,
354,20210809-36-873,8/9/2021,Spiny_Green,N14,NA,NA,NA,NA,NA,
355,20210809-36-873,8/9/2021,Spiny_Green,N15,NA,NA,NA,NA,NA,
356,20210809-36-873,8/9/2021,Spiny_Green,N16,NA,NA,NA,NA,NA,
357,20210809-36-873,8/9/2021,Spiny_Green,N17,NA,NA,NA,NA,NA,
358,20210809-36-873,8/9/2021,Spiny_Green,N18,NA,NA,NA,NA,NA,
359,20210809-36-873,8/9/2021,Spiny_Green,N19,NA,NA,NA,NA,NA,
360,20210809-36-873,8/9/2021,Spiny_Green,N20,NA,NA,NA,NA,NA,
361,20210809-36-873,8/9/2021,Chroomonas,N1,NA,NA,NA,NA,7.5,
362,20210809-36-873,8/9/2021,Chroomonas,N2,NA,NA,NA,NA,7.5,
363,20210809-36-873,8/9/2021,Chroomonas,N3,NA,NA,NA,NA,5,
364,20210809-36-873,8/9/2021,Chroomonas,N4,NA,NA,NA,NA,5,
365,20210809-36-873,8/9/2021,Chroomonas,N5,NA,NA,NA,NA,10,
366,20210809-36-873,8/9/2021,Chroomonas,N6,NA,NA,NA,NA,7.5,
367,20210809-36-873,8/9/2021,Chroomonas,N7,NA,NA,NA,NA,7.5,
368,20210809-36-873,8/9/2021,Chroomonas,N8,NA,NA,NA,NA,7.5,
369,20210809-36-873,8/9/2021,Chroomonas,N9,NA,NA,NA,NA,7.5,
370,20210809-36-873,8/9/2021,Chroomonas,N10,NA,NA,NA,NA,7.5,
371,20210809-36-873,8/9/2021,Chroomonas,N11,NA,NA,NA,NA,7.5,
372,20210809-36-873,8/9/2021,Chroomonas,N12,NA,NA,NA,NA,7.5,
373,20210809-36-873,8/9/2021,Chroomonas,N13,NA,NA,NA,NA,5,
374,20210809-36-873,8/9/2021,Chroomonas,N14,NA,NA,NA,NA,7.5,
375,20210809-36-873,8/9/2021,Chroomonas,N15,NA,NA,NA,NA,7.5,
376,20210809-36-873,8/9/2021,Chroomonas,N16,NA,NA,NA,NA,5,
377,20210809-36-873,8/9/2021,Chroomonas,N17,NA,NA,NA,NA,7.5,
378,20210809-36-873,8/9/2021,Chroomonas,N18,NA,NA,NA,NA,7.5,
379,20210809-36-873,8/9/2021,Chroomonas,N19,NA,NA,NA,NA,7.5,
380,20210809-36-873,8/9/2021,Chroomonas,N20,NA,NA,NA,NA,5,
381,20210809-36-873,8/9/2021,Cryptomonas,N1,22.5,12.5,NA,NA,NA,
382,20210809-36-873,8/9/2021,Cryptomonas,N2,22.5,12.5,NA,NA,NA,
383,20210809-36-873,8/9/2021,Cryptomonas,N3,22.5,12.5,NA,NA,NA,
384,20210809-36-873,8/9/2021,Cryptomonas,N4,25,12.5,NA,NA,NA,
385,20210809-36-873,8/9/2021,Cryptomonas,N5,27.5,15,NA,NA,NA,
386,20210809-36-873,8/9/2021,Cryptomonas,N6,NA,NA,NA,NA,NA,
387,20210809-36-873,8/9/2021,Cryptomonas,N7,NA,NA,NA,NA,NA,
388,20210809-36-873,8/9/2021,Cryptomonas,N8,NA,NA,NA,NA,NA,
389,20210809-36-873,8/9/2021,Cryptomonas,N9,NA,NA,NA,NA,NA,
390,20210809-36-873,8/9/2021,Cryptomonas,N10,NA,NA,NA,NA,NA,
391,20210809-36-873,8/9/2021,Cryptomonas,N11,NA,NA,NA,NA,NA,
392,20210809-36-873,8/9/2021,Cryptomonas,N12,NA,NA,NA,NA,NA,
393,20210809-36-873,8/9/2021,Cryptomonas,N13,NA,NA,NA,NA,NA,
394,20210809-36-873,8/9/2021,Cryptomonas,N14,NA,NA,NA,NA,NA,
395,20210809-36-873,8/9/2021,Cryptomonas,N15,NA,NA,NA,NA,NA,
396,20210809-36-873,8/9/2021,Cryptomonas,N16,NA,NA,NA,NA,NA,
397,20210809-36-873,8/9/2021,Cryptomonas,N17,NA,NA,NA,NA,NA,
398,20210809-36-873,8/9/2021,Cryptomonas,N18,NA,NA,NA,NA,NA,
399,20210809-36-873,8/9/2021,Cryptomonas,N19,NA,NA,NA,NA,NA,
400,20210809-36-873,8/9/2021,Cryptomonas,N20,NA,NA,NA,NA,NA,
401,20210809-36-873,8/9/2021,Rhodomonas,N1,17.5,10,NA,NA,NA,
402,20210809-36-873,8/9/2021,Rhodomonas,N2,17.5,10,NA,NA,NA,
403,20210809-36-873,8/9/2021,Rhodomonas,N3,17.5,10,NA,NA,NA,
404,20210809-36-873,8/9/2021,Rhodomonas,N4,20,12.5,NA,NA,NA,
405,20210809-36-873,8/9/2021,Rhodomonas,N5,17.5,10,NA,NA,NA,
406,20210809-36-873,8/9/2021,Rhodomonas,N6,17.5,10,NA,NA,NA,
407,20210809-36-873,8/9/2021,Rhodomonas,N7,17.5,10,NA,NA,NA,
408,20210809-36-873,8/9/2021,Rhodomonas,N8,17.5,10,NA,NA,NA,
409,20210809-36-873,8/9/2021,Rhodomonas,N9,17.5,10,NA,NA,NA,
410,20210809-36-873,8/9/2021,Rhodomonas,N10,17.5,10,NA,NA,NA,
411,20210809-36-873,8/9/2021,Rhodomonas,N11,17.5,10,NA,NA,NA,
412,20210809-36-873,8/9/2021,Rhodomonas,N12,20,12.5,NA,NA,NA,
413,20210809-36-873,8/9/2021,Rhodomonas,N13,17.5,10,NA,NA,NA,
414,20210809-36-873,8/9/2021,Rhodomonas,N14,17.5,10,NA,NA,NA,
415,20210809-36-873,8/9/2021,Rhodomonas,N15,17.5,10,NA,NA,NA,
416,20210809-36-873,8/9/2021,Rhodomonas,N16,17.5,12.5,NA,NA,NA,
417,20210809-36-873,8/9/2021,Rhodomonas,N17,NA,NA,NA,NA,NA,
418,20210809-36-873,8/9/2021,Rhodomonas,N18,NA,NA,NA,NA,NA,
419,20210809-36-873,8/9/2021,Rhodomonas,N19,NA,NA,NA,NA,NA,
420,20210809-36-873,8/9/2021,Rhodomonas,N20,NA,NA,NA,NA,NA,
421,20210809-36-873,8/9/2021,Dinobryon,N1,NA,NA,NA,NA,NA,
422,20210809-36-873,8/9/2021,Dinobryon,N2,NA,NA,NA,NA,NA,
423,20210809-36-873,8/9/2021,Dinobryon,N3,NA,NA,NA,NA,NA,
424,20210809-36-873,8/9/2021,Dinobryon,N4,NA,NA,NA,NA,NA,
425,20210809-36-873,8/9/2021,Dinobryon,N5,NA,NA,NA,NA,NA,
426,20210809-36-873,8/9/2021,Dinobryon,N6,NA,NA,NA,NA,NA,
427,20210809-36-873,8/9/2021,Dinobryon,N7,NA,NA,NA,NA,NA,
428,20210809-36-873,8/9/2021,Dinobryon,N8,NA,NA,NA,NA,NA,
429,20210809-36-873,8/9/2021,Dinobryon,N9,NA,NA,NA,NA,NA,
430,20210809-36-873,8/9/2021,Dinobryon,N10,NA,NA,NA,NA,NA,
431,20210809-36-873,8/9/2021,Dinobryon,N11,NA,NA,NA,NA,NA,
432,20210809-36-873,8/9/2021,Dinobryon,N12,NA,NA,NA,NA,NA,
433,20210809-36-873,8/9/2021,Dinobryon,N13,NA,NA,NA,NA,NA,
434,20210809-36-873,8/9/2021,Dinobryon,N14,NA,NA,NA,NA,NA,
435,20210809-36-873,8/9/2021,Dinobryon,N15,NA,NA,NA,NA,NA,
436,20210809-36-873,8/9/2021,Dinobryon,N16,NA,NA,NA,NA,NA,
437,20210809-36-873,8/9/2021,Dinobryon,N17,NA,NA,NA,NA,NA,
438,20210809-36-873,8/9/2021,Dinobryon,N18,NA,NA,NA,NA,NA,
439,20210809-36-873,8/9/2021,Dinobryon,N19,NA,NA,NA,NA,NA,
440,20210809-36-873,8/9/2021,Dinobryon,N20,NA,NA,NA,NA,NA,
441,20210809-36-873,8/9/2021,Mallomonas,N1,20,12.5,NA,NA,NA,
442,20210809-36-873,8/9/2021,Mallomonas,N2,NA,NA,NA,NA,NA,
443,20210809-36-873,8/9/2021,Mallomonas,N3,NA,NA,NA,NA,NA,
444,20210809-36-873,8/9/2021,Mallomonas,N4,NA,NA,NA,NA,NA,
445,20210809-36-873,8/9/2021,Mallomonas,N5,NA,NA,NA,NA,NA,
446,20210809-36-873,8/9/2021,Mallomonas,N6,NA,NA,NA,NA,NA,
447,20210809-36-873,8/9/2021,Mallomonas,N7,NA,NA,NA,NA,NA,
448,20210809-36-873,8/9/2021,Mallomonas,N8,NA,NA,NA,NA,NA,
449,20210809-36-873,8/9/2021,Mallomonas,N9,NA,NA,NA,NA,NA,
450,20210809-36-873,8/9/2021,Mallomonas,N10,NA,NA,NA,NA,NA,
451,20210809-36-873,8/9/2021,Mallomonas,N11,NA,NA,NA,NA,NA,
452,20210809-36-873,8/9/2021,Mallomonas,N12,NA,NA,NA,NA,NA,
453,20210809-36-873,8/9/2021,Mallomonas,N13,NA,NA,NA,NA,NA,
454,20210809-36-873,8/9/2021,Mallomonas,N14,NA,NA,NA,NA,NA,
455,20210809-36-873,8/9/2021,Mallomonas,N15,NA,NA,NA,NA,NA,
456,20210809-36-873,8/9/2021,Mallomonas,N16,NA,NA,NA,NA,NA,
457,20210809-36-873,8/9/2021,Mallomonas,N17,NA,NA,NA,NA,NA,
458,20210809-36-873,8/9/2021,Mallomonas,N18,NA,NA,NA,NA,NA,
459,20210809-36-873,8/9/2021,Mallomonas,N19,NA,NA,NA,NA,NA,
460,20210809-36-873,8/9/2021,Mallomonas,N20,NA,NA,NA,NA,NA,
461,20210809-36-873,8/9/2021,Asterionella,N1,NA,NA,NA,NA,NA,
462,20210809-36-873,8/9/2021,Asterionella,N2,NA,NA,NA,NA,NA,
463,20210809-36-873,8/9/2021,Asterionella,N3,NA,NA,NA,NA,NA,
464,20210809-36-873,8/9/2021,Asterionella,N4,NA,NA,NA,NA,NA,
465,20210809-36-873,8/9/2021,Asterionella,N5,NA,NA,NA,NA,NA,
466,20210809-36-873,8/9/2021,Asterionella,N6,NA,NA,NA,NA,NA,
467,20210809-36-873,8/9/2021,Asterionella,N7,NA,NA,NA,NA,NA,
468,20210809-36-873,8/9/2021,Asterionella,N8,NA,NA,NA,NA,NA,
469,20210809-36-873,8/9/2021,Asterionella,N9,NA,NA,NA,NA,NA,
470,20210809-36-873,8/9/2021,Asterionella,N10,NA,NA,NA,NA,NA,
471,20210809-36-873,8/9/2021,Asterionella,N11,NA,NA,NA,NA,NA,
472,20210809-36-873,8/9/2021,Asterionella,N12,NA,NA,NA,NA,NA,
473,20210809-36-873,8/9/2021,Asterionella,N13,NA,NA,NA,NA,NA,
474,20210809-36-873,8/9/2021,Asterionella,N14,NA,NA,NA,NA,NA,
475,20210809-36-873,8/9/2021,Asterionella,N15,NA,NA,NA,NA,NA,
476,20210809-36-873,8/9/2021,Asterionella,N16,NA,NA,NA,NA,NA,
477,20210809-36-873,8/9/2021,Asterionella,N17,NA,NA,NA,NA,NA,
478,20210809-36-873,8/9/2021,Asterionella,N18,NA,NA,NA,NA,NA,
479,20210809-36-873,8/9/2021,Asterionella,N19,NA,NA,NA,NA,NA,
480,20210809-36-873,8/9/2021,Asterionella,N20,NA,NA,NA,NA,NA,
481,20210809-36-873,8/9/2021,Aulacoseira,N1,177.5,10,NA,NA,NA,Sm_200
482,20210809-36-873,8/9/2021,Aulacoseira,N2,150,12.5,NA,NA,NA,Sm_200
483,20210809-36-873,8/9/2021,Aulacoseira,N3,422.5,12.5,NA,NA,NA,Lrg_200
484,20210809-36-873,8/9/2021,Aulacoseira,N4,255,10,NA,NA,NA,Lrg_200
485,20210809-36-873,8/9/2021,Aulacoseira,N5,265,12.5,NA,NA,NA,Lrg_200
486,20210809-36-873,8/9/2021,Aulacoseira,N6,150,10,NA,NA,NA,Sm_200
487,20210809-36-873,8/9/2021,Aulacoseira,N7,120,15,NA,NA,NA,Sm_200
488,20210809-36-873,8/9/2021,Aulacoseira,N8,252.5,15,NA,NA,NA,Lrg_200
489,20210809-36-873,8/9/2021,Aulacoseira,N9,262.5,12.5,NA,NA,NA,Lrg_200
490,20210809-36-873,8/9/2021,Aulacoseira,N10,NA,NA,NA,NA,NA,
491,20210809-36-873,8/9/2021,Aulacoseira,N11,NA,NA,NA,NA,NA,
492,20210809-36-873,8/9/2021,Aulacoseira,N12,NA,NA,NA,NA,NA,
493,20210809-36-873,8/9/2021,Aulacoseira,N13,NA,NA,NA,NA,NA,
494,20210809-36-873,8/9/2021,Aulacoseira,N14,NA,NA,NA,NA,NA,
495,20210809-36-873,8/9/2021,Aulacoseira,N15,NA,NA,NA,NA,NA,
496,20210809-36-873,8/9/2021,Aulacoseira,N16,NA,NA,NA,NA,NA,
497,20210809-36-873,8/9/2021,Aulacoseira,N17,NA,NA,NA,NA,NA,
498,20210809-36-873,8/9/2021,Aulacoseira,N18,NA,NA,NA,NA,NA,
499,20210809-36-873,8/9/2021,Aulacoseira,N19,NA,NA,NA,NA,NA,
500,20210809-36-873,8/9/2021,Aulacoseira,N20,NA,NA,NA,NA,NA,
501,20210809-36-873,8/9/2021,Centric_Diatom,N1,NA,NA,NA,NA,7.5,
502,20210809-36-873,8/9/2021,Centric_Diatom,N2,NA,NA,NA,NA,7.5,
503,20210809-36-873,8/9/2021,Centric_Diatom,N3,NA,NA,NA,NA,10,
504,20210809-36-873,8/9/2021,Centric_Diatom,N4,NA,NA,NA,NA,5,
505,20210809-36-873,8/9/2021,Centric_Diatom,N5,NA,NA,NA,NA,7.5,
506,20210809-36-873,8/9/2021,Centric_Diatom,N6,NA,NA,NA,NA,7.5,
507,20210809-36-873,8/9/2021,Centric_Diatom,N7,NA,NA,NA,NA,5,
508,20210809-36-873,8/9/2021,Centric_Diatom,N8,NA,NA,NA,NA,10,
509,20210809-36-873,8/9/2021,Centric_Diatom,N9,NA,NA,NA,NA,7.5,
510,20210809-36-873,8/9/2021,Centric_Diatom,N10,NA,NA,NA,NA,7.5,
511,20210809-36-873,8/9/2021,Centric_Diatom,N11,NA,NA,NA,NA,10,
512,20210809-36-873,8/9/2021,Centric_Diatom,N12,NA,NA,NA,NA,12.5,
513,20210809-36-873,8/9/2021,Centric_Diatom,N13,NA,NA,NA,NA,10,
514,20210809-36-873,8/9/2021,Centric_Diatom,N14,NA,NA,NA,NA,7.5,
515,20210809-36-873,8/9/2021,Centric_Diatom,N15,NA,NA,NA,NA,10,
516,20210809-36-873,8/9/2021,Centric_Diatom,N16,NA,NA,NA,NA,10,
517,20210809-36-873,8/9/2021,Centric_Diatom,N17,NA,NA,NA,NA,7.5,
518,20210809-36-873,8/9/2021,Centric_Diatom,N18,NA,NA,NA,NA,12.5,
519,20210809-36-873,8/9/2021,Centric_Diatom,N19,NA,NA,NA,NA,10,
520,20210809-36-873,8/9/2021,Centric_Diatom,N20,NA,NA,NA,NA,12.5,
521,20210809-36-873,8/9/2021,Cyclotella,N1,NA,NA,NA,NA,15,
522,20210809-36-873,8/9/2021,Cyclotella,N2,NA,NA,NA,NA,15,
523,20210809-36-873,8/9/2021,Cyclotella,N3,NA,NA,NA,NA,25,
524,20210809-36-873,8/9/2021,Cyclotella,N4,NA,NA,NA,NA,20,
525,20210809-36-873,8/9/2021,Cyclotella,N5,NA,NA,NA,NA,15,
526,20210809-36-873,8/9/2021,Cyclotella,N6,NA,NA,NA,NA,NA,
527,20210809-36-873,8/9/2021,Cyclotella,N7,NA,NA,NA,NA,NA,
528,20210809-36-873,8/9/2021,Cyclotella,N8,NA,NA,NA,NA,NA,
529,20210809-36-873,8/9/2021,Cyclotella,N9,NA,NA,NA,NA,NA,
530,20210809-36-873,8/9/2021,Cyclotella,N10,NA,NA,NA,NA,NA,
531,20210809-36-873,8/9/2021,Cyclotella,N11,NA,NA,NA,NA,NA,
532,20210809-36-873,8/9/2021,Cyclotella,N12,NA,NA,NA,NA,NA,
533,20210809-36-873,8/9/2021,Cyclotella,N13,NA,NA,NA,NA,NA,
534,20210809-36-873,8/9/2021,Cyclotella,N14,NA,NA,NA,NA,NA,
535,20210809-36-873,8/9/2021,Cyclotella,N15,NA,NA,NA,NA,NA,
536,20210809-36-873,8/9/2021,Cyclotella,N16,NA,NA,NA,NA,NA,
537,20210809-36-873,8/9/2021,Cyclotella,N17,NA,NA,NA,NA,NA,
538,20210809-36-873,8/9/2021,Cyclotella,N18,NA,NA,NA,NA,NA,
539,20210809-36-873,8/9/2021,Cyclotella,N19,NA,NA,NA,NA,NA,
540,20210809-36-873,8/9/2021,Cyclotella,N20,NA,NA,NA,NA,NA,
541,20210809-36-873,8/9/2021,Fragilaria,N1,NA,NA,NA,NA,NA,
542,20210809-36-873,8/9/2021,Fragilaria,N2,NA,NA,NA,NA,NA,
543,20210809-36-873,8/9/2021,Fragilaria,N3,NA,NA,NA,NA,NA,
544,20210809-36-873,8/9/2021,Fragilaria,N4,NA,NA,NA,NA,NA,
545,20210809-36-873,8/9/2021,Fragilaria,N5,NA,NA,NA,NA,NA,
546,20210809-36-873,8/9/2021,Fragilaria,N6,NA,NA,NA,NA,NA,
547,20210809-36-873,8/9/2021,Fragilaria,N7,NA,NA,NA,NA,NA,
548,20210809-36-873,8/9/2021,Fragilaria,N8,NA,NA,NA,NA,NA,
549,20210809-36-873,8/9/2021,Fragilaria,N9,NA,NA,NA,NA,NA,
550,20210809-36-873,8/9/2021,Fragilaria,N10,NA,NA,NA,NA,NA,
551,20210809-36-873,8/9/2021,Fragilaria,N11,NA,NA,NA,NA,NA,
552,20210809-36-873,8/9/2021,Fragilaria,N12,NA,NA,NA,NA,NA,
553,20210809-36-873,8/9/2021,Fragilaria,N13,NA,NA,NA,NA,NA,
554,20210809-36-873,8/9/2021,Fragilaria,N14,NA,NA,NA,NA,NA,
555,20210809-36-873,8/9/2021,Fragilaria,N15,NA,NA,NA,NA,NA,
556,20210809-36-873,8/9/2021,Fragilaria,N16,NA,NA,NA,NA,NA,
557,20210809-36-873,8/9/2021,Fragilaria,N17,NA,NA,NA,NA,NA,
558,20210809-36-873,8/9/2021,Fragilaria,N18,NA,NA,NA,NA,NA,
559,20210809-36-873,8/9/2021,Fragilaria,N19,NA,NA,NA,NA,NA,
560,20210809-36-873,8/9/2021,Fragilaria,N20,NA,NA,NA,NA,NA,
561,20210809-36-873,8/9/2021,Navicula,N1,NA,NA,NA,NA,NA,
562,20210809-36-873,8/9/2021,Navicula,N2,NA,NA,NA,NA,NA,
563,20210809-36-873,8/9/2021,Navicula,N3,NA,NA,NA,NA,NA,
564,20210809-36-873,8/9/2021,Navicula,N4,NA,NA,NA,NA,NA,
565,20210809-36-873,8/9/2021,Navicula,N5,NA,NA,NA,NA,NA,
566,20210809-36-873,8/9/2021,Navicula,N6,NA,NA,NA,NA,NA,
567,20210809-36-873,8/9/2021,Navicula,N7,NA,NA,NA,NA,NA,
568,20210809-36-873,8/9/2021,Navicula,N8,NA,NA,NA,NA,NA,
569,20210809-36-873,8/9/2021,Navicula,N9,NA,NA,NA,NA,NA,
570,20210809-36-873,8/9/2021,Navicula,N10,NA,NA,NA,NA,NA,
571,20210809-36-873,8/9/2021,Navicula,N11,NA,NA,NA,NA,NA,
572,20210809-36-873,8/9/2021,Navicula,N12,NA,NA,NA,NA,NA,
573,20210809-36-873,8/9/2021,Navicula,N13,NA,NA,NA,NA,NA,
574,20210809-36-873,8/9/2021,Navicula,N14,NA,NA,NA,NA,NA,
575,20210809-36-873,8/9/2021,Navicula,N15,NA,NA,NA,NA,NA,
576,20210809-36-873,8/9/2021,Navicula,N16,NA,NA,NA,NA,NA,
577,20210809-36-873,8/9/2021,Navicula,N17,NA,NA,NA,NA,NA,
578,20210809-36-873,8/9/2021,Navicula,N18,NA,NA,NA,NA,NA,
579,20210809-36-873,8/9/2021,Navicula,N19,NA,NA,NA,NA,NA,
580,20210809-36-873,8/9/2021,Navicula,N20,NA,NA,NA,NA,NA,
581,20210809-36-873,8/9/2021,Pennate_Diatom,N1,NA,NA,NA,NA,NA,
582,20210809-36-873,8/9/2021,Pennate_Diatom,N2,NA,NA,NA,NA,NA,
583,20210809-36-873,8/9/2021,Pennate_Diatom,N3,NA,NA,NA,NA,NA,
584,20210809-36-873,8/9/2021,Pennate_Diatom,N4,NA,NA,NA,NA,NA,
585,20210809-36-873,8/9/2021,Pennate_Diatom,N5,NA,NA,NA,NA,NA,
586,20210809-36-873,8/9/2021,Pennate_Diatom,N6,NA,NA,NA,NA,NA,
587,20210809-36-873,8/9/2021,Pennate_Diatom,N7,NA,NA,NA,NA,NA,
588,20210809-36-873,8/9/2021,Pennate_Diatom,N8,NA,NA,NA,NA,NA,
589,20210809-36-873,8/9/2021,Pennate_Diatom,N9,NA,NA,NA,NA,NA,
590,20210809-36-873,8/9/2021,Pennate_Diatom,N10,NA,NA,NA,NA,NA,
591,20210809-36-873,8/9/2021,Pennate_Diatom,N11,NA,NA,NA,NA,NA,
592,20210809-36-873,8/9/2021,Pennate_Diatom,N12,NA,NA,NA,NA,NA,
593,20210809-36-873,8/9/2021,Pennate_Diatom,N13,NA,NA,NA,NA,NA,
594,20210809-36-873,8/9/2021,Pennate_Diatom,N14,NA,NA,NA,NA,NA,
595,20210809-36-873,8/9/2021,Pennate_Diatom,N15,NA,NA,NA,NA,NA,
596,20210809-36-873,8/9/2021,Pennate_Diatom,N16,NA,NA,NA,NA,NA,
597,20210809-36-873,8/9/2021,Pennate_Diatom,N17,NA,NA,NA,NA,NA,
598,20210809-36-873,8/9/2021,Pennate_Diatom,N18,NA,NA,NA,NA,NA,
599,20210809-36-873,8/9/2021,Pennate_Diatom,N19,NA,NA,NA,NA,NA,
600,20210809-36-873,8/9/2021,Pennate_Diatom,N20,NA,NA,NA,NA,NA,
601,20210809-36-873,8/9/2021,Synedra,N1,NA,NA,NA,NA,NA,
602,20210809-36-873,8/9/2021,Synedra,N2,NA,NA,NA,NA,NA,
603,20210809-36-873,8/9/2021,Synedra,N3,NA,NA,NA,NA,NA,
604,20210809-36-873,8/9/2021,Synedra,N4,NA,NA,NA,NA,NA,
605,20210809-36-873,8/9/2021,Synedra,N5,NA,NA,NA,NA,NA,
606,20210809-36-873,8/9/2021,Synedra,N6,NA,NA,NA,NA,NA,
607,20210809-36-873,8/9/2021,Synedra,N7,NA,NA,NA,NA,NA,
608,20210809-36-873,8/9/2021,Synedra,N8,NA,NA,NA,NA,NA,
609,20210809-36-873,8/9/2021,Synedra,N9,NA,NA,NA,NA,NA,
610,20210809-36-873,8/9/2021,Synedra,N10,NA,NA,NA,NA,NA,
611,20210809-36-873,8/9/2021,Synedra,N11,NA,NA,NA,NA,NA,
612,20210809-36-873,8/9/2021,Synedra,N12,NA,NA,NA,NA,NA,
613,20210809-36-873,8/9/2021,Synedra,N13,NA,NA,NA,NA,NA,
614,20210809-36-873,8/9/2021,Synedra,N14,NA,NA,NA,NA,NA,
615,20210809-36-873,8/9/2021,Synedra,N15,NA,NA,NA,NA,NA,
616,20210809-36-873,8/9/2021,Synedra,N16,NA,NA,NA,NA,NA,
617,20210809-36-873,8/9/2021,Synedra,N17,NA,NA,NA,NA,NA,
618,20210809-36-873,8/9/2021,Synedra,N18,NA,NA,NA,NA,NA,
619,20210809-36-873,8/9/2021,Synedra,N19,NA,NA,NA,NA,NA,
620,20210809-36-873,8/9/2021,Synedra,N20,NA,NA,NA,NA,NA,
621,20210809-36-873,8/9/2021,Aphanizomenon,N1,NA,NA,NA,NA,NA,
622,20210809-36-873,8/9/2021,Aphanizomenon,N2,NA,NA,NA,NA,NA,
623,20210809-36-873,8/9/2021,Aphanizomenon,N3,NA,NA,NA,NA,NA,
624,20210809-36-873,8/9/2021,Aphanizomenon,N4,NA,NA,NA,NA,NA,
625,20210809-36-873,8/9/2021,Aphanizomenon,N5,NA,NA,NA,NA,NA,
626,20210809-36-873,8/9/2021,Aphanizomenon,N6,NA,NA,NA,NA,NA,
627,20210809-36-873,8/9/2021,Aphanizomenon,N7,NA,NA,NA,NA,NA,
628,20210809-36-873,8/9/2021,Aphanizomenon,N8,NA,NA,NA,NA,NA,
629,20210809-36-873,8/9/2021,Aphanizomenon,N9,NA,NA,NA,NA,NA,
